index,Consumption,Solar,Wind
2020-01-04T06:00:00.0,15.908055555999999,0.0,7.47
2020-01-04T07:00:00.0,21.164211111,0.0,10.27
2020-01-04T08:00:00.0,28.254784444000002,0.0,3.04
2020-01-04T09:00:00.0,30.170584444,0.0,20.25
2020-01-04T10:00:00.0,18.360615556,0.0,1.24
2020-01-04T11:00:00.0,16.507835556,0.0,8.26
2020-01-04T12:00:00.0,15.678663333,0.0,16.22
2020-01-04T13:00:00.0,23.517146667,0.0,40.84
2020-01-04T14:00:00.0,23.687564444,0.0,22.58
2020-01-04T15:00:00.0,28.880902222,0.0,18.18
2020-01-04T16:00:00.0,24.313048889,0.0,20.15
2020-01-04T17:00:00.0,56.172782221999995,0.0,19.84
2020-01-04T18:00:00.0,38.297697778,0.0,27.46
2020-01-04T19:00:00.0,25.830284444,0.0,17.56
2020-01-04T20:00:00.0,17.348222222,0.0,1.42
2020-01-04T21:00:00.0,20.273846667,0.0,0.0
2020-01-04T22:00:00.0,22.767977778000002,0.0,0.0
2020-01-04T23:00:00.0,21.41662,0.0,124.26
2020-01-05T00:00:00.0,18.516798889,0.0,107.91
2020-01-05T01:00:00.0,22.278955556,0.0,103.95
2020-01-05T02:00:00.0,21.1146,0.0,120.3
2020-01-05T03:00:00.0,20.591666667000002,0.0,152.53
2020-01-05T04:00:00.0,18.040076667,0.0,66.04
2020-01-05T05:00:00.0,16.393922222,0.0,43.83
2020-01-05T06:00:00.0,23.850935556,0.0,86.04
2020-01-05T07:00:00.0,26.4924,0.0,67.49
2020-01-05T08:00:00.0,22.53776,0.0,42.83
2020-01-05T09:00:00.0,21.674782221999997,0.0,64.01
2020-01-05T10:00:00.0,20.851144444000003,0.0,68.92
2020-01-05T11:00:00.0,16.972263333,0.0,39.92
2020-01-05T12:00:00.0,18.84594,0.0,53.63
2020-01-05T13:00:00.0,37.700915556,0.0,62.51
2020-01-05T14:00:00.0,37.41676,0.0,41.3
2020-01-05T15:00:00.0,19.501051111,0.0,58.29
2020-01-05T16:00:00.0,22.450177778,0.0,23.51
2020-01-05T17:00:00.0,19.272877777999998,0.0,33.27
2020-01-05T18:00:00.0,23.477982221999998,0.0,20.51
2020-01-05T19:00:00.0,42.106288889,0.0,18.2
2020-01-05T20:00:00.0,21.836126667,0.0,4.92
2020-01-05T21:00:00.0,17.713261110999998,0.0,0.0
2020-01-05T22:00:00.0,19.842604444000003,0.0,0.0
2020-01-05T23:00:00.0,17.305791110999998,0.0,0.0
2020-01-06T00:00:00.0,14.6898,0.0,0.0
2020-01-06T01:00:00.0,16.46444,0.0,1.28
2020-01-06T02:00:00.0,16.474332222,0.0,6.57
2020-01-06T03:00:00.0,18.849635556,0.0,0.0
2020-01-06T04:00:00.0,16.714434444000002,0.0,0.0
2020-01-06T05:00:00.0,13.860023333,0.0,0.0
2020-01-06T06:00:00.0,13.389502222,0.0,0.0
2020-01-06T07:00:00.0,20.62892,0.0,0.0
2020-01-06T08:00:00.0,18.245146667,0.0,0.0
2020-01-06T09:00:00.0,21.41868,0.0,0.0
2020-01-06T10:00:00.0,17.867761111,0.0,0.0
2020-01-06T11:00:00.0,14.837661111,0.0,0.0
2020-01-06T12:00:00.0,16.153035556,0.0,0.48
2020-01-06T13:00:00.0,18.246356667,0.0,1.49
2020-01-06T14:00:00.0,17.00623,0.0,0.0
2020-01-06T15:00:00.0,23.909984444000003,0.0,0.0
2020-01-06T16:00:00.0,16.674332222,0.0,0.0
2020-01-06T17:00:00.0,14.988175556,0.0,0.0
2020-01-06T18:00:00.0,27.863615556,0.0,0.0
2020-01-06T19:00:00.0,52.267048888999994,0.0,0.0
2020-01-06T20:00:00.0,23.32602,0.0,0.0
2020-01-06T21:00:00.0,22.835808889000003,0.0,0.0
2020-01-06T22:00:00.0,18.750304444,0.0,0.0
2020-01-06T23:00:00.0,14.366096667,0.0,14.72
2020-01-07T00:00:00.0,11.994204444000001,0.0,15.31
2020-01-07T01:00:00.0,17.529254444,0.0,9.61
2020-01-07T02:00:00.0,14.906815556,0.0,12.55
2020-01-07T03:00:00.0,17.294556667000002,0.0,34.86
2020-01-07T04:00:00.0,17.351406667,0.0,1.97
2020-01-07T05:00:00.0,12.416685556,0.0,6.85
2020-01-07T06:00:00.0,14.268032222,0.0,4.57
2020-01-07T07:00:00.0,21.138242222,0.0,8.12
2020-01-07T08:00:00.0,19.340877778,0.0,13.69
2020-01-07T09:00:00.0,22.20146,0.0,33.63
2020-01-07T10:00:00.0,18.764424444,0.0,11.35
2020-01-07T11:00:00.0,16.257495556,0.0,26.09
2020-01-07T12:00:00.0,12.567682222,0.0,13.38
2020-01-07T13:00:00.0,17.922441110999998,0.0,4.85
2020-01-07T14:00:00.0,18.671315556,0.0,40.51
2020-01-07T15:00:00.0,17.347233333,0.0,0.91
2020-01-07T16:00:00.0,17.635752222,0.0,3.62
2020-01-07T17:00:00.0,22.003475555999998,0.0,8.17
2020-01-07T18:00:00.0,19.790293333,0.0,10.79
2020-01-07T19:00:00.0,48.59964,0.0,0.0
2020-01-07T20:00:00.0,36.747922222,0.0,0.0
2020-01-07T21:00:00.0,24.246915555999998,0.0,0.0
2020-01-07T22:00:00.0,23.813206667,0.0,0.0
2020-01-07T23:00:00.0,26.763746667,0.0,0.0
2020-01-08T00:00:00.0,21.223715556,0.0,0.0
2020-01-08T01:00:00.0,16.324156667,0.0,0.0
2020-01-08T02:00:00.0,15.67894,0.0,0.0
2020-01-08T03:00:00.0,18.500415556,0.0,0.0
2020-01-08T04:00:00.0,16.683684444,0.0,0.0
2020-01-08T05:00:00.0,16.307788889,0.0,0.0
2020-01-08T06:00:00.0,20.557302222,0.0,0.0
2020-01-08T07:00:00.0,25.300348889000002,0.0,0.0
2020-01-08T08:00:00.0,22.825164444000002,0.0,0.0
2020-01-08T09:00:00.0,20.106535556,0.0,0.0
2020-01-08T10:00:00.0,18.527633333,0.0,0.0
2020-01-08T11:00:00.0,16.432077778,0.0,0.0
2020-01-08T12:00:00.0,17.097562222,0.0,0.0
2020-01-08T13:00:00.0,24.898871111,0.0,0.0
2020-01-08T14:00:00.0,21.934097778,0.0,0.0
2020-01-08T15:00:00.0,19.969835556,0.0,0.0
2020-01-08T16:00:00.0,18.784311110999997,0.0,3.52
2020-01-08T17:00:00.0,18.349762222,0.0,2.98
2020-01-08T18:00:00.0,40.027368889,0.0,1.32
2020-01-08T19:00:00.0,42.057168889,0.0,0.0
2020-01-08T20:00:00.0,27.738742222,0.0,0.0
2020-01-08T21:00:00.0,27.390375556,0.0,0.0
2020-01-08T22:00:00.0,22.830046666999998,0.0,0.0
2020-01-08T23:00:00.0,17.07492,0.0,0.0
2020-01-09T00:00:00.0,16.578067778,0.0,0.0
2020-01-09T01:00:00.0,20.563395556,0.0,0.0
2020-01-09T02:00:00.0,18.695831111,0.0,0.0
2020-01-09T03:00:00.0,18.908706667,0.0,0.0
2020-01-09T04:00:00.0,23.063111110999998,0.0,0.0
2020-01-09T05:00:00.0,17.04043,0.0,0.0
2020-01-09T06:00:00.0,14.644282222000001,0.0,1.99
2020-01-09T07:00:00.0,21.121702222,0.0,0.91
2020-01-09T08:00:00.0,17.989434444,0.0,0.0
2020-01-09T09:00:00.0,18.429583333,0.0,0.0
2020-01-09T10:00:00.0,21.564755555999998,0.0,0.0
2020-01-09T11:00:00.0,24.532937778,0.0,0.0
2020-01-09T12:00:00.0,17.915316667,0.0,5.26
2020-01-09T13:00:00.0,19.211477778,0.49379359999999994,12.3
2020-01-09T14:00:00.0,21.722693333000002,0.0,2.62
2020-01-09T15:00:00.0,21.397368889000003,0.0,1.62
2020-01-09T16:00:00.0,24.697215556,0.0,8.55
2020-01-09T17:00:00.0,21.161233333,0.0,0.84
2020-01-09T18:00:00.0,18.676391110999997,0.0,0.0
2020-01-09T19:00:00.0,46.871742221999995,0.0,3.81
2020-01-09T20:00:00.0,43.017213333,0.0,1.47
2020-01-09T21:00:00.0,20.111082222,0.0,0.0
2020-01-09T22:00:00.0,22.063593333000004,0.0,0.0
2020-01-09T23:00:00.0,26.920068889,0.0,29.46
2020-01-10T00:00:00.0,16.91211,0.0,35.75
2020-01-10T01:00:00.0,18.426107778,0.0,91.88
2020-01-10T02:00:00.0,20.464335555999998,0.0,102.14
2020-01-10T03:00:00.0,21.108384444000002,0.0,50.64
2020-01-10T04:00:00.0,16.227591111,0.0,46.38
2020-01-10T05:00:00.0,18.672877778,0.0,88.1
2020-01-10T06:00:00.0,22.172533333,0.0,30.91
2020-01-10T07:00:00.0,23.563442222,0.0,19.1
2020-01-10T08:00:00.0,21.559784444,0.0361666,51.5
2020-01-10T09:00:00.0,21.054113333,1.38575,40.17
2020-01-10T10:00:00.0,22.6367,1.1765833,85.54
2020-01-10T11:00:00.0,22.582466667,1.2096667,127.86
2020-01-10T12:00:00.0,15.827423332999999,2.0692500000000003,118.98
2020-01-10T13:00:00.0,21.338855556,0.4050833,104.68
2020-01-10T14:00:00.0,23.158704444,0.0,112.93
2020-01-10T15:00:00.0,25.183531111,0.0,145.42
2020-01-10T16:00:00.0,22.628753333000002,0.0,144.51
2020-01-10T17:00:00.0,56.804115556000006,0.0,104.52
2020-01-10T18:00:00.0,26.314526667,0.0,64.94
2020-01-10T19:00:00.0,21.181788889,0.0,17.97
2020-01-10T20:00:00.0,18.425696667,0.0,17.11
2020-01-10T21:00:00.0,18.845188889,0.0,5.31
2020-01-10T22:00:00.0,17.849552222,0.0,42.47
2020-01-10T23:00:00.0,16.979221110999998,0.0,197.05
2020-01-11T00:00:00.0,17.86094,0.0,164.04
2020-01-11T01:00:00.0,22.340648889,0.0,130.86
2020-01-11T02:00:00.0,21.95398,0.0,89.43
2020-01-11T03:00:00.0,19.16036,0.0,67.13
2020-01-11T04:00:00.0,17.0543,0.0,120.34
2020-01-11T05:00:00.0,14.5346,0.0,180.87
2020-01-11T06:00:00.0,15.980126667,0.0,137.95
2020-01-11T07:00:00.0,23.78148,0.0,184.64
2020-01-11T08:00:00.0,20.252324444,0.0,144.83
2020-01-11T09:00:00.0,17.04385,0.0046667,64.82
2020-01-11T10:00:00.0,15.117144444000001,0.5548333000000001,49.81
2020-01-11T11:00:00.0,15.508435555999998,3.9580834,50.14
2020-01-11T12:00:00.0,17.343445556,0.8745833000000001,70.74
2020-01-11T13:00:00.0,23.348995556,0.0,57.06
2020-01-11T14:00:00.0,22.407871111,0.0,45.63
2020-01-11T15:00:00.0,19.214017778,0.0,62.49
2020-01-11T16:00:00.0,30.212153333000003,0.0,137.71
2020-01-11T17:00:00.0,52.20916,0.0,149.16
2020-01-11T18:00:00.0,20.604873333,0.0,169.84
2020-01-11T19:00:00.0,26.950231111,0.0,140.91
2020-01-11T20:00:00.0,20.324191110999998,0.0,139.46
2020-01-11T21:00:00.0,21.726913333000002,0.0,157.34
2020-01-11T22:00:00.0,18.665615556,0.0,80.46
2020-01-11T23:00:00.0,17.263891111,0.0,0.0
2020-01-12T00:00:00.0,15.44806,0.0,0.0
2020-01-12T01:00:00.0,17.913805556,0.0,0.0
2020-01-12T02:00:00.0,18.866713333,0.0,0.0
2020-01-12T03:00:00.0,17.692004444000002,0.0,0.0
2020-01-12T04:00:00.0,19.456917778,0.0,0.0
2020-01-12T05:00:00.0,17.20741,0.0,0.0
2020-01-12T06:00:00.0,15.747792222000001,0.0,0.0
2020-01-12T07:00:00.0,17.906677778,0.0,0.0
2020-01-12T08:00:00.0,22.090904444,0.003,0.0
2020-01-12T09:00:00.0,18.772751110999998,0.5185833,0.0
2020-01-12T10:00:00.0,24.000188889,1.6530833,0.0
2020-01-12T11:00:00.0,24.352431110999998,12.472333200000001,0.0
2020-01-12T12:00:00.0,23.605517778000003,11.0606667,0.0
2020-01-12T13:00:00.0,19.228324444000002,0.3203333,0.0
2020-01-12T14:00:00.0,20.123704444,0.0,0.0
2020-01-12T15:00:00.0,23.338404444000002,0.0,0.0
2020-01-12T16:00:00.0,38.444804444,0.0,0.0
2020-01-12T17:00:00.0,37.450622222,0.0,0.0
2020-01-12T18:00:00.0,23.961637778000004,0.0,0.0
2020-01-12T19:00:00.0,18.447123333,0.0,0.0
2020-01-12T20:00:00.0,15.994838889,0.0,0.0
2020-01-12T21:00:00.0,16.01407,0.0,0.0
2020-01-12T22:00:00.0,20.367066667,0.0,0.0
2020-01-12T23:00:00.0,19.483573333,0.0,36.57
2020-01-13T00:00:00.0,19.192055556,0.0,38.7
2020-01-13T01:00:00.0,18.589372222,0.0,28.69
2020-01-13T02:00:00.0,20.104884444,0.0,11.57
2020-01-13T03:00:00.0,19.827091110999998,0.0,9.43
2020-01-13T04:00:00.0,18.361422222,0.0,18.38
2020-01-13T05:00:00.0,19.179666667,0.0,20.56
2020-01-13T06:00:00.0,20.936382222,0.0,24.7
2020-01-13T07:00:00.0,17.304864444,0.0,17.36
2020-01-13T08:00:00.0,23.562144444,0.0,17.4
2020-01-13T09:00:00.0,23.356902222,0.2080833,22.7
2020-01-13T10:00:00.0,23.804844444,1.4148333,9.76
2020-01-13T11:00:00.0,19.539731111,2.9310833,2.76
2020-01-13T12:00:00.0,17.514904444000003,0.7814167,0.0
2020-01-13T13:00:00.0,24.067624444,0.19983340000000002,2.75
2020-01-13T14:00:00.0,20.894962222,0.0,0.0
2020-01-13T15:00:00.0,24.427488889,0.0,0.0
2020-01-13T16:00:00.0,18.438608889,0.0,0.0
2020-01-13T17:00:00.0,19.588453333,0.0,0.0
2020-01-13T18:00:00.0,46.768804444,0.0,3.69
2020-01-13T19:00:00.0,35.30886,0.0,11.42
2020-01-13T20:00:00.0,26.348022221999997,0.0,26.9
2020-01-13T21:00:00.0,25.977831111,0.0,58.89
2020-01-13T22:00:00.0,19.845784444,0.0,103.03
2020-01-13T23:00:00.0,20.134133333,0.0,109.08
2020-01-14T00:00:00.0,19.49306,0.0,116.79
2020-01-14T01:00:00.0,18.853337778,0.0,131.15
2020-01-14T02:00:00.0,18.9885,0.0,130.36
2020-01-14T03:00:00.0,19.012968889,0.0,116.38
2020-01-14T04:00:00.0,15.963267777999999,0.0,70.17
2020-01-14T05:00:00.0,15.540086667,0.0,90.06
2020-01-14T06:00:00.0,14.967902222000001,0.0,84.87
2020-01-14T07:00:00.0,25.366457778,0.0,118.76
2020-01-14T08:00:00.0,22.024715556,0.0,126.38
2020-01-14T09:00:00.0,21.36712,0.4634999999999999,123.43
2020-01-14T10:00:00.0,17.54461,1.6463333000000002,72.87
2020-01-14T11:00:00.0,14.484544444,6.3693333,50.68
2020-01-14T12:00:00.0,16.259272222,14.505583000000001,60.61
2020-01-14T13:00:00.0,18.679726667,4.186249999999999,73.57
2020-01-14T14:00:00.0,17.487228889,0.245,26.09
2020-01-14T15:00:00.0,20.279317778,0.0,9.64
2020-01-14T16:00:00.0,17.416777778,0.0,3.83
2020-01-14T17:00:00.0,15.787332222,0.0,11.65
2020-01-14T18:00:00.0,39.73756,0.0,20.58
2020-01-14T19:00:00.0,47.354048889,0.0,25.36
2020-01-14T20:00:00.0,18.909777778,0.0,57.15
2020-01-14T21:00:00.0,18.820942222,0.0,70.77
2020-01-14T22:00:00.0,18.262217778,0.0,69.56
2020-01-14T23:00:00.0,15.798808889000002,0.0,81.8
2020-01-15T00:00:00.0,13.87847,0.0,86.57
2020-01-15T01:00:00.0,20.061066667000002,0.0,51.61
2020-01-15T02:00:00.0,19.743413333,0.0,45.58
2020-01-15T03:00:00.0,17.555852222000002,0.0,79.51
2020-01-15T04:00:00.0,15.207654444000001,0.0,41.95
2020-01-15T05:00:00.0,13.859456667,0.0,10.86
2020-01-15T06:00:00.0,16.904101111,0.0,6.09
2020-01-15T07:00:00.0,24.235555555999998,0.0,0.0
2020-01-15T08:00:00.0,21.721244444,0.028714299999999998,10.78
2020-01-15T09:00:00.0,22.725928889000002,1.9974167,23.15
2020-01-15T10:00:00.0,21.244895556,11.1432499,14.58
2020-01-15T11:00:00.0,16.361815556,17.018,18.42
2020-01-15T12:00:00.0,17.614725556,21.223667,3.65
2020-01-15T13:00:00.0,21.824157778000004,10.621,0.86
2020-01-15T14:00:00.0,18.426555556,0.15658339999999998,0.0
2020-01-15T15:00:00.0,21.366231110999998,0.0,0.0
2020-01-15T16:00:00.0,20.7331,0.0,10.17
2020-01-15T17:00:00.0,18.583795556,0.0,15.43
2020-01-15T18:00:00.0,44.111786667,0.0,21.82
2020-01-15T19:00:00.0,49.38724,0.0,11.96
2020-01-15T20:00:00.0,23.942211111,0.0,10.77
2020-01-15T21:00:00.0,23.654453333000003,0.0,26.15
2020-01-15T22:00:00.0,25.339073333,0.0,74.0
2020-01-15T23:00:00.0,25.407693333,0.0,80.03
2020-01-16T00:00:00.0,14.449122222,0.0,53.12
2020-01-16T01:00:00.0,16.789366667,0.0,10.8
2020-01-16T02:00:00.0,16.868046667,0.0,18.65
2020-01-16T03:00:00.0,18.542788889,0.0,20.3
2020-01-16T04:00:00.0,16.387452222,0.0,41.31
2020-01-16T05:00:00.0,18.223237777999998,0.0,29.08
2020-01-16T06:00:00.0,19.710126667,0.0,19.98
2020-01-16T07:00:00.0,25.94398,0.0,11.72
2020-01-16T08:00:00.0,21.910566666999998,0.2207,14.32
2020-01-16T09:00:00.0,22.158522222,2.2798334,28.51
2020-01-16T10:00:00.0,16.550786667,2.2611667,16.73
2020-01-16T11:00:00.0,13.085055555999999,1.4646667,22.0
2020-01-16T12:00:00.0,12.553904444,0.20700000000000002,24.93
2020-01-16T13:00:00.0,16.76058,0.16924999999999998,33.35
2020-01-16T14:00:00.0,24.414964444000002,0.0,33.66
2020-01-16T15:00:00.0,19.831631111,0.0,25.02
2020-01-16T16:00:00.0,19.516913332999998,0.0,18.14
2020-01-16T17:00:00.0,14.872835555999998,0.0,20.37
2020-01-16T18:00:00.0,24.145333333000004,0.0,16.5
2020-01-16T19:00:00.0,48.876431111,0.0,15.9
2020-01-16T20:00:00.0,20.102226667,0.0,19.59
2020-01-16T21:00:00.0,17.948982222,0.0,9.04
2020-01-16T22:00:00.0,15.922001110999998,0.0,6.27
2020-01-16T23:00:00.0,13.133833333,0.0,0.0
2020-01-17T00:00:00.0,14.510976667000001,0.0,0.0
2020-01-17T01:00:00.0,16.865358889,0.0,0.0
2020-01-17T02:00:00.0,18.565617778,0.0,0.0
2020-01-17T03:00:00.0,20.379555556,0.0,7.16
2020-01-17T04:00:00.0,15.166958889000002,0.0,37.7
2020-01-17T05:00:00.0,13.254524444000001,0.0,32.14
2020-01-17T06:00:00.0,14.114505556,0.0,29.54
2020-01-17T07:00:00.0,24.447964444,0.0,33.9
2020-01-17T08:00:00.0,22.224733333000003,0.0,25.95
2020-01-17T09:00:00.0,21.59862,0.0378333,9.35
2020-01-17T10:00:00.0,16.897764444,0.7155833,2.02
2020-01-17T11:00:00.0,14.587985556,1.71625,0.0
2020-01-17T12:00:00.0,20.644031111,1.4958333,0.0
2020-01-17T13:00:00.0,26.056895556,0.5065,0.0
2020-01-17T14:00:00.0,20.497895556,0.0,0.0
2020-01-17T15:00:00.0,20.527215555999998,0.0,0.0
2020-01-17T16:00:00.0,17.304645556,0.0,0.0
2020-01-17T17:00:00.0,22.82982,0.0,0.0
2020-01-17T18:00:00.0,52.273582221999995,0.0,0.0
2020-01-17T19:00:00.0,25.504662221999997,0.0,0.0
2020-01-17T20:00:00.0,23.223748889,0.0,0.0
2020-01-17T21:00:00.0,24.625448889,0.0,0.0
2020-01-17T22:00:00.0,21.559268889000002,0.0,0.0
2020-01-17T23:00:00.0,17.26268,0.0,0.0
2020-01-18T00:00:00.0,15.431444444,0.0,0.0
2020-01-18T01:00:00.0,17.860422222,0.0,0.0
2020-01-18T02:00:00.0,19.783808889,0.0,0.0
2020-01-18T03:00:00.0,17.20859,0.0,0.0
2020-01-18T04:00:00.0,17.724544444,0.0,0.0
2020-01-18T05:00:00.0,16.47119,0.0,0.0
2020-01-18T06:00:00.0,18.632344444,0.0,0.0
2020-01-18T07:00:00.0,23.097982222,0.0,0.0
2020-01-18T08:00:00.0,19.687137778,0.0,0.0
2020-01-18T09:00:00.0,23.530026666999998,1.0931667,0.0
2020-01-18T10:00:00.0,26.568077778000003,5.139166599999999,0.0
2020-01-18T11:00:00.0,21.580273333,5.6714166,0.0
2020-01-18T12:00:00.0,17.026815556,4.1075002000000005,0.0
2020-01-18T13:00:00.0,20.638413333,0.71175,0.0
2020-01-18T14:00:00.0,20.342757778,0.1626667,0.0
2020-01-18T15:00:00.0,19.88728,0.0,0.0
2020-01-18T16:00:00.0,17.035255556,0.0,0.0
2020-01-18T17:00:00.0,25.520491111,0.0,0.0
2020-01-18T18:00:00.0,62.977768889,0.0,0.0
2020-01-18T19:00:00.0,44.80468,0.0,0.0
2020-01-18T20:00:00.0,23.731075556,0.0,0.0
2020-01-18T21:00:00.0,25.746151111,0.0,0.0
2020-01-18T22:00:00.0,24.2078,0.0,0.0
2020-01-18T23:00:00.0,23.483417778000003,0.0,0.0
2020-01-19T00:00:00.0,20.078295556,0.0,81.74
2020-01-19T01:00:00.0,19.685535555999998,0.0,106.05
2020-01-19T02:00:00.0,16.954955555999998,0.0,111.18
2020-01-19T03:00:00.0,17.719827778,0.0,105.32
2020-01-19T04:00:00.0,16.92114,0.0,102.93
2020-01-19T05:00:00.0,17.194728889,0.0,122.47
2020-01-19T06:00:00.0,18.481937778,0.0,136.01
2020-01-19T07:00:00.0,25.207566667,0.0,115.43
2020-01-19T08:00:00.0,24.82168,0.0,93.56
2020-01-19T09:00:00.0,24.28876,0.31875,89.33
2020-01-19T10:00:00.0,27.132715555999997,1.91425,70.94
2020-01-19T11:00:00.0,21.614293333000003,2.6258334000000003,57.91
2020-01-19T12:00:00.0,20.534117778,1.4774167,37.64
2020-01-19T13:00:00.0,23.167191110999998,0.8019167,33.91
2020-01-19T14:00:00.0,24.956186666999997,0.0,37.81
2020-01-19T15:00:00.0,25.356328889,0.0,10.33
2020-01-19T16:00:00.0,21.311942222,0.0,19.85
2020-01-19T17:00:00.0,31.974242221999997,0.0,29.23
2020-01-19T18:00:00.0,51.261711111000004,0.0,28.38
2020-01-19T19:00:00.0,26.25926,0.0,37.3
2020-01-19T20:00:00.0,24.534191111,0.0,34.08
2020-01-19T21:00:00.0,22.23118,0.0,18.27
2020-01-19T22:00:00.0,22.956253333000003,0.0,20.73
2020-01-19T23:00:00.0,19.821771111,0.0,30.78
2020-01-20T00:00:00.0,13.762617778,0.0,21.29
2020-01-20T01:00:00.0,16.321146667,0.0,20.46
2020-01-20T02:00:00.0,16.754522222000002,0.0,36.48
2020-01-20T03:00:00.0,17.410043333,0.0,40.5
2020-01-20T04:00:00.0,14.741801111,0.0,28.92
2020-01-20T05:00:00.0,15.621575556,0.0,18.43
2020-01-20T06:00:00.0,16.80057,0.0,16.33
2020-01-20T07:00:00.0,21.849951111,0.0,20.43
2020-01-20T08:00:00.0,23.315624444,0.0,22.28
2020-01-20T09:00:00.0,21.738486666999997,0.0,29.7
2020-01-20T10:00:00.0,17.69893,0.24241659999999998,31.99
2020-01-20T11:00:00.0,15.903,0.5603334,36.57
2020-01-20T12:00:00.0,13.755768889,0.41616660000000005,39.84
2020-01-20T13:00:00.0,15.963755555999999,0.245,32.95
2020-01-20T14:00:00.0,23.41212,0.0,0.0
2020-01-20T15:00:00.0,23.039173333,0.0,0.0
2020-01-20T16:00:00.0,13.872586667,0.0,0.0
2020-01-20T17:00:00.0,13.344901110999999,0.0,0.0
2020-01-20T18:00:00.0,40.596706667,0.0,0.0
2020-01-20T19:00:00.0,47.138124444,0.0,0.0
2020-01-20T20:00:00.0,23.956075556,0.0,0.0
2020-01-20T21:00:00.0,27.603606666999998,0.0,0.0
2020-01-20T22:00:00.0,22.741624444,0.0,3.09
2020-01-20T23:00:00.0,15.898386667,0.0,131.77
2020-01-21T00:00:00.0,12.862876667,0.0,40.41
2020-01-21T01:00:00.0,16.504425555999997,0.0,45.06
2020-01-21T02:00:00.0,15.44585,0.0,38.0
